"X_1","Ene","Feb","Mar","Abr","May","Jun","Jul","Ago","Sep","Oct","Nov","Dic"
"prec",6.15478037736774,8.39513039425714,23.1996744069677,13.09352939472,10.8210347530839,2.08299598344,2.08391380049032,1.01390959788387,7.5343326636,12.247542101729,20.1955026384,17.0132505793548
"tmax",26.5471290322581,27.6383928571429,25.3264516129032,27.0159,26.8773548387097,28.0724,29.0274193548387,30.4606774193548,28.2469,26.7943870967742,24.5262,24.9032903225806
"tmin",14.0245483870968,14.98275,15.7644193548387,15.4473333333333,15.0572258064516,14.4967,14.1432580645161,15.0015483870968,13.9783333333333,14.9016129032258,15.4564666666667,15.6225161290323
"abstmp",14.0245483870968,14.98275,15.7644193548387,15.4473333333333,15.0572258064516,14.4967,14.1432580645161,15.0015483870968,13.9783333333333,14.9016129032258,15.4564666666667,15.6225161290323
