"X_1","Ene","Feb","Mar","Abr","May","Jun","Jul","Ago","Sep","Oct","Nov","Dic"
"prec",11.1043869226839,6.09877326587586,8.51346331083871,19.56504913488,5.83554526978065,1.31710064136,0.683406212051613,0.517309876567742,5.7783513444,5.49931049210323,18.72130448016,18.3729722976
"tmax",24.5450322580645,24.0974137931034,26.8899032258065,26.0075333333333,26.6965161290323,28.0654666666667,28.7402903225806,29.3454193548387,28.4803333333333,26.706,23.5601666666667,23.6063548387097
"tmin",14.4316129032258,14.4487931034483,14.7824193548387,15.3902666666667,14.8134838709677,14.5522333333333,13.826935483871,14.0889677419355,14.4612,13.42,14.1803,14.6556129032258
"abstmp",14.4316129032258,14.4487931034483,14.7824193548387,15.3902666666667,14.8134838709677,14.5522333333333,13.826935483871,14.0889677419355,14.4612,13.42,14.1803,14.6556129032258
